# argv: /kaggle/working/llama.cpp-prune/build/bin/llama-server -m /kaggle/working/models/llava-v1.5-7b-Q4_K_M.gguf --mmproj /kaggle/working/models/llava-v1.5-7b-mmproj-model-f16.gguf -t 8 -tb 8 -b 2048 -ub 1024 --jinja --chat-template {%- for message in messages -%}{%- if message['role'] == 'system' -%}{{ message['content'] }}{%- elif message['role'] == 'user' -%} USER: {{ message['content'] }}{%- elif message['role'] == 'assistant' -%} ASSISTANT: {{ message['content'] }}</s>{%- endif -%}{%- endfor -%}{%- if add_generation_prompt -%} ASSISTANT:{%- endif -%} --visual-keep 0.5 --visual-prune-method cls --host 127.0.0.1 --port 8812 -ngl 999
0.00.023.927 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.099.082 W srv  llama_server: -----------------
0.00.099.133 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.099.134 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.099.135 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.099.136 W srv  llama_server: -----------------
0.00.100.700 I srv    load_model: loading model '/kaggle/working/models/llava-v1.5-7b-Q4_K_M.gguf'
0.01.705.734 W load_tensors: ffn up/down are swapped
0.01.990.874 I srv    load_model: loaded multimodal model, '/kaggle/working/models/llava-v1.5-7b-mmproj-model-f16.gguf'
0.02.025.256 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.028.108 I srv  llama_server: model loaded
0.02.028.142 I srv  llama_server: listening on http://127.0.0.1:8812
0.03.969.277 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.03.969.371 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.05.055.815 I slot print_timing: id  3 | task 0 | prompt eval time =    1060.68 ms /   344 tokens (    3.08 ms per token,   324.32 tokens per second)
0.05.055.828 I slot print_timing: id  3 | task 0 |        eval time =      25.69 ms /     2 tokens (   12.85 ms per token,    77.84 tokens per second)
0.05.055.829 I slot print_timing: id  3 | task 0 |       total time =    1086.38 ms /   346 tokens
0.05.055.835 I slot print_timing: id  3 | task 0 |    graphs reused =          1
0.05.055.887 I slot      release: id  3 | task 0 | stop processing: n_tokens = 345, truncated = 0
0.05.117.267 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.951 (> 0.100 thold), f_keep = 0.948
0.05.117.355 I slot launch_slot_: id  3 | task 4 | processing task, is_child = 0
0.05.349.838 I slot print_timing: id  3 | task 4 | prompt eval time =     208.36 ms /    17 tokens (   12.26 ms per token,    81.59 tokens per second)
0.05.349.849 I slot print_timing: id  3 | task 4 |        eval time =      24.09 ms /     2 tokens (   12.04 ms per token,    83.03 tokens per second)
0.05.349.850 I slot print_timing: id  3 | task 4 |       total time =     232.44 ms /    19 tokens
0.05.349.852 I slot print_timing: id  3 | task 4 |    graphs reused =          1
0.05.349.905 I slot      release: id  3 | task 4 | stop processing: n_tokens = 345, truncated = 0
0.05.409.910 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.953 (> 0.100 thold), f_keep = 0.948
0.05.409.976 I slot launch_slot_: id  3 | task 7 | processing task, is_child = 0
0.05.653.985 I slot print_timing: id  3 | task 7 | prompt eval time =     219.76 ms /    16 tokens (   13.74 ms per token,    72.81 tokens per second)
0.05.653.997 I slot print_timing: id  3 | task 7 |        eval time =      24.20 ms /     2 tokens (   12.10 ms per token,    82.63 tokens per second)
0.05.653.999 I slot print_timing: id  3 | task 7 |       total time =     243.97 ms /    18 tokens
0.05.654.000 I slot print_timing: id  3 | task 7 |    graphs reused =          1
0.05.654.071 I slot      release: id  3 | task 7 | stop processing: n_tokens = 344, truncated = 0
0.05.716.547 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.953 (> 0.100 thold), f_keep = 0.951
