# argv: /kaggle/working/llama.cpp-prune/build/bin/llama-server -m /kaggle/working/models/llava-v1.5-7b-Q4_K_M.gguf --mmproj /kaggle/working/models/llava-v1.5-7b-mmproj-model-f16.gguf -t 8 -tb 8 -b 2048 -ub 1024 --jinja --chat-template {%- for message in messages -%}{%- if message['role'] == 'system' -%}{{ message['content'] }}{%- elif message['role'] == 'user' -%} USER: {{ message['content'] }}{%- elif message['role'] == 'assistant' -%} ASSISTANT: {{ message['content'] }}</s>{%- endif -%}{%- endfor -%}{%- if add_generation_prompt -%} ASSISTANT:{%- endif -%} --visual-keep 0.5 --visual-prune-method cls --host 127.0.0.1 --port 8811 -ngl 999
0.00.023.160 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.097.214 W srv  llama_server: -----------------
0.00.097.244 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.097.245 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.097.246 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.097.247 W srv  llama_server: -----------------
0.00.098.752 I srv    load_model: loading model '/kaggle/working/models/llava-v1.5-7b-Q4_K_M.gguf'
0.01.681.624 W load_tensors: ffn up/down are swapped
0.01.965.964 I srv    load_model: loaded multimodal model, '/kaggle/working/models/llava-v1.5-7b-mmproj-model-f16.gguf'
0.02.000.345 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.003.110 I srv  llama_server: model loaded
0.02.003.133 I srv  llama_server: listening on http://127.0.0.1:8811
0.03.982.294 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.03.982.365 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.05.114.357 I slot print_timing: id  3 | task 0 | prompt eval time =    1083.01 ms /   374 tokens (    2.90 ms per token,   345.33 tokens per second)
0.05.114.371 I slot print_timing: id  3 | task 0 |        eval time =      48.93 ms /     3 tokens (   16.31 ms per token,    61.32 tokens per second)
0.05.114.372 I slot print_timing: id  3 | task 0 |       total time =    1131.94 ms /   377 tokens
0.05.114.379 I slot print_timing: id  3 | task 0 |    graphs reused =          2
0.05.114.483 I slot      release: id  3 | task 0 | stop processing: n_tokens = 376, truncated = 0
0.05.223.105 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
0.05.223.210 I slot launch_slot_: id  2 | task 5 | processing task, is_child = 0
0.06.481.334 I slot print_timing: id  2 | task 5 | prompt eval time =    1011.28 ms /   370 tokens (    2.73 ms per token,   365.87 tokens per second)
0.06.481.385 I slot print_timing: id  2 | task 5 |        eval time =      70.70 ms /     4 tokens (   17.68 ms per token,    56.57 tokens per second)
0.06.481.387 I slot print_timing: id  2 | task 5 |       total time =    1081.99 ms /   374 tokens
0.06.481.389 I slot print_timing: id  2 | task 5 |    graphs reused =          4
0.06.481.442 I slot      release: id  2 | task 5 | stop processing: n_tokens = 373, truncated = 0
0.06.618.492 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
0.06.618.583 I slot launch_slot_: id  1 | task 11 | processing task, is_child = 0
0.07.905.405 I slot print_timing: id  1 | task 11 | prompt eval time =    1087.36 ms /   401 tokens (    2.71 ms per token,   368.78 tokens per second)
0.07.905.445 I slot print_timing: id  1 | task 11 |        eval time =      24.11 ms /     2 tokens (   12.06 ms per token,    82.94 tokens per second)
0.07.905.447 I slot print_timing: id  1 | task 11 |       total time =    1111.48 ms /   403 tokens
0.07.905.449 I slot print_timing: id  1 | task 11 |    graphs reused =          4
0.07.905.503 I slot      release: id  1 | task 11 | stop processing: n_tokens = 402, truncated = 0
0.08.002.616 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.08.002.706 I slot launch_slot_: id  0 | task 15 | processing task, is_child = 0
0.09.390.768 I slot print_timing: id  0 | task 15 | prompt eval time =    1152.66 ms /   514 tokens (    2.24 ms per token,   445.93 tokens per second)
0.09.390.816 I slot print_timing: id  0 | task 15 |        eval time =      48.13 ms /     3 tokens (   16.04 ms per token,    62.33 tokens per second)
0.09.390.819 I slot print_timing: id  0 | task 15 |       total time =    1200.79 ms /   517 tokens
0.09.390.821 I slot print_timing: id  0 | task 15 |    graphs reused =          5
0.09.390.900 I slot      release: id  0 | task 15 | stop processing: n_tokens = 516, truncated = 0
0.09.499.212 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.628 (> 0.100 thold), f_keep = 0.628
0.09.499.328 I slot launch_slot_: id  0 | task 20 | processing task, is_child = 0
0.09.955.470 I slot print_timing: id  0 | task 20 | prompt eval time =     360.28 ms /   192 tokens (    1.88 ms per token,   532.91 tokens per second)
0.09.955.505 I slot print_timing: id  0 | task 20 |        eval time =      95.79 ms /     5 tokens (   19.16 ms per token,    52.20 tokens per second)
0.09.955.508 I slot print_timing: id  0 | task 20 |       total time =     456.07 ms /   197 tokens
0.09.955.510 I slot print_timing: id  0 | task 20 |    graphs reused =          8
0.09.955.584 I slot      release: id  0 | task 20 | stop processing: n_tokens = 520, truncated = 0
0.10.082.899 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 4047541339
0.10.083.016 I slot launch_slot_: id  3 | task 26 | processing task, is_child = 0
0.11.404.277 I slot print_timing: id  3 | task 26 | prompt eval time =    1009.34 ms /   360 tokens (    2.80 ms per token,   356.67 tokens per second)
0.11.404.311 I slot print_timing: id  3 | task 26 |        eval time =      70.79 ms /     4 tokens (   17.70 ms per token,    56.51 tokens per second)
0.11.404.314 I slot print_timing: id  3 | task 26 |       total time =    1080.13 ms /   364 tokens
0.11.404.316 I slot print_timing: id  3 | task 26 |    graphs reused =         10
0.11.404.369 I slot      release: id  3 | task 26 | stop processing: n_tokens = 363, truncated = 0
0.11.487.503 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 4048908298
0.11.487.624 I slot launch_slot_: id  2 | task 32 | processing task, is_child = 0
0.12.805.042 I slot print_timing: id  2 | task 32 | prompt eval time =    1007.39 ms /   356 tokens (    2.83 ms per token,   353.39 tokens per second)
0.12.805.062 I slot print_timing: id  2 | task 32 |        eval time =     140.39 ms /     7 tokens (   20.06 ms per token,    49.86 tokens per second)
0.12.805.065 I slot print_timing: id  2 | task 32 |       total time =    1147.78 ms /   363 tokens
0.12.805.068 I slot print_timing: id  2 | task 32 |    graphs reused =         15
0.12.805.116 I slot      release: id  2 | task 32 | stop processing: n_tokens = 362, truncated = 0
0.12.898.884 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.908 (> 0.100 thold), f_keep = 0.898
0.12.898.959 I slot launch_slot_: id  2 | task 41 | processing task, is_child = 0
0.13.185.044 I slot print_timing: id  2 | task 41 | prompt eval time =     214.80 ms /    33 tokens (    6.51 ms per token,   153.63 tokens per second)
0.13.185.098 I slot print_timing: id  2 | task 41 |        eval time =      71.22 ms /     4 tokens (   17.81 ms per token,    56.16 tokens per second)
0.13.185.101 I slot print_timing: id  2 | task 41 |       total time =     286.02 ms /    37 tokens
0.13.185.104 I slot print_timing: id  2 | task 41 |    graphs reused =         17
0.13.185.160 I slot      release: id  2 | task 41 | stop processing: n_tokens = 361, truncated = 0
0.13.291.796 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4050332360
0.13.291.919 I slot launch_slot_: id  1 | task 46 | processing task, is_child = 0
0.14.713.733 I slot print_timing: id  1 | task 46 | prompt eval time =    1227.38 ms /   518 tokens (    2.37 ms per token,   422.04 tokens per second)
0.14.713.747 I slot print_timing: id  1 | task 46 |        eval time =      24.38 ms /     2 tokens (   12.19 ms per token,    82.04 tokens per second)
0.14.713.748 I slot print_timing: id  1 | task 46 |       total time =    1251.75 ms /   520 tokens
0.14.713.749 I slot print_timing: id  1 | task 46 |    graphs reused =         17
0.14.713.848 I slot      release: id  1 | task 46 | stop processing: n_tokens = 519, truncated = 0
0.14.799.654 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4052382445
0.14.799.735 I slot launch_slot_: id  0 | task 50 | processing task, is_child = 0
0.16.122.029 I slot print_timing: id  0 | task 50 | prompt eval time =    1009.76 ms /   369 tokens (    2.74 ms per token,   365.43 tokens per second)
0.16.122.040 I slot print_timing: id  0 | task 50 |        eval time =      70.63 ms /     4 tokens (   17.66 ms per token,    56.63 tokens per second)
0.16.122.042 I slot print_timing: id  0 | task 50 |       total time =    1080.39 ms /   373 tokens
0.16.122.043 I slot print_timing: id  0 | task 50 |    graphs reused =         19
0.16.122.102 I slot      release: id  0 | task 50 | stop processing: n_tokens = 372, truncated = 0
0.16.230.971 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 4053831226
0.16.231.051 I slot launch_slot_: id  3 | task 56 | processing task, is_child = 0
0.17.437.292 I slot print_timing: id  3 | task 56 | prompt eval time =    1008.07 ms /   361 tokens (    2.79 ms per token,   358.11 tokens per second)
0.17.437.304 I slot print_timing: id  3 | task 56 |        eval time =      24.14 ms /     2 tokens (   12.07 ms per token,    82.84 tokens per second)
0.17.437.305 I slot print_timing: id  3 | task 56 |       total time =    1032.21 ms /   363 tokens
0.17.437.306 I slot print_timing: id  3 | task 56 |    graphs reused =         19
0.17.437.372 I slot      release: id  3 | task 56 | stop processing: n_tokens = 362, truncated = 0
0.17.552.855 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 4055612016
0.17.552.946 I slot launch_slot_: id  2 | task 60 | processing task, is_child = 0
0.18.958.510 I slot print_timing: id  2 | task 60 | prompt eval time =    1096.42 ms /   441 tokens (    2.49 ms per token,   402.22 tokens per second)
0.18.958.520 I slot print_timing: id  2 | task 60 |        eval time =     140.67 ms /     7 tokens (   20.10 ms per token,    49.76 tokens per second)
0.18.958.521 I slot print_timing: id  2 | task 60 |       total time =    1237.08 ms /   448 tokens
0.18.958.523 I slot print_timing: id  2 | task 60 |    graphs reused =         24
0.18.958.583 I slot      release: id  2 | task 60 | stop processing: n_tokens = 447, truncated = 0
0.19.071.662 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4057140710
0.19.071.756 I slot launch_slot_: id  1 | task 69 | processing task, is_child = 0
0.20.492.642 I slot print_timing: id  1 | task 69 | prompt eval time =    1095.59 ms /   436 tokens (    2.51 ms per token,   397.96 tokens per second)
0.20.492.653 I slot print_timing: id  1 | task 69 |        eval time =     117.17 ms /     6 tokens (   19.53 ms per token,    51.21 tokens per second)
0.20.492.654 I slot print_timing: id  1 | task 69 |       total time =    1212.76 ms /   442 tokens
0.20.492.655 I slot print_timing: id  1 | task 69 |    graphs reused =         28
0.20.492.696 I slot      release: id  1 | task 69 | stop processing: n_tokens = 441, truncated = 0
0.20.601.734 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.750 (> 0.100 thold), f_keep = 0.735
0.20.601.818 I slot launch_slot_: id  1 | task 77 | processing task, is_child = 0
0.21.022.302 I slot print_timing: id  1 | task 77 | prompt eval time =     303.21 ms /   108 tokens (    2.81 ms per token,   356.19 tokens per second)
0.21.022.316 I slot print_timing: id  1 | task 77 |        eval time =     117.24 ms /     6 tokens (   19.54 ms per token,    51.18 tokens per second)
0.21.022.317 I slot print_timing: id  1 | task 77 |       total time =     420.45 ms /   114 tokens
0.21.022.318 I slot print_timing: id  1 | task 77 |    graphs reused =         32
0.21.022.356 I slot      release: id  1 | task 77 | stop processing: n_tokens = 437, truncated = 0
0.21.084.494 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4058548959
0.21.084.575 I slot launch_slot_: id  0 | task 84 | processing task, is_child = 0
0.22.317.635 I slot print_timing: id  0 | task 84 | prompt eval time =    1006.03 ms /   358 tokens (    2.81 ms per token,   355.85 tokens per second)
0.22.317.647 I slot print_timing: id  0 | task 84 |        eval time =      24.11 ms /     2 tokens (   12.06 ms per token,    82.95 tokens per second)
0.22.317.648 I slot print_timing: id  0 | task 84 |       total time =    1030.14 ms /   360 tokens
0.22.317.650 I slot print_timing: id  0 | task 84 |    graphs reused =         32
0.22.317.680 I slot      release: id  0 | task 84 | stop processing: n_tokens = 359, truncated = 0
0.22.380.393 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.900 (> 0.100 thold), f_keep = 0.903
0.22.380.460 I slot launch_slot_: id  0 | task 88 | processing task, is_child = 0
0.22.620.342 I slot print_timing: id  0 | task 88 | prompt eval time =     215.75 ms /    36 tokens (    5.99 ms per token,   166.86 tokens per second)
0.22.620.353 I slot print_timing: id  0 | task 88 |        eval time =      24.09 ms /     2 tokens (   12.04 ms per token,    83.03 tokens per second)
0.22.620.355 I slot print_timing: id  0 | task 88 |       total time =     239.84 ms /    38 tokens
0.22.620.356 I slot print_timing: id  0 | task 88 |    graphs reused =         32
0.22.620.414 I slot      release: id  0 | task 88 | stop processing: n_tokens = 361, truncated = 0
0.22.727.950 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 4059864229
0.22.728.037 I slot launch_slot_: id  3 | task 91 | processing task, is_child = 0
0.23.956.258 I slot print_timing: id  3 | task 91 | prompt eval time =    1010.15 ms /   369 tokens (    2.74 ms per token,   365.29 tokens per second)
0.23.956.267 I slot print_timing: id  3 | task 91 |        eval time =      47.37 ms /     3 tokens (   15.79 ms per token,    63.33 tokens per second)
0.23.956.269 I slot print_timing: id  3 | task 91 |       total time =    1057.52 ms /   372 tokens
0.23.956.271 I slot print_timing: id  3 | task 91 |    graphs reused =         33
0.23.956.332 I slot      release: id  3 | task 91 | stop processing: n_tokens = 371, truncated = 0
0.24.064.384 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 4061385440
0.24.064.476 I slot launch_slot_: id  2 | task 96 | processing task, is_child = 0
0.25.405.128 I slot print_timing: id  2 | task 96 | prompt eval time =    1096.40 ms /   439 tokens (    2.50 ms per token,   400.40 tokens per second)
0.25.405.139 I slot print_timing: id  2 | task 96 |        eval time =      70.75 ms /     4 tokens (   17.69 ms per token,    56.54 tokens per second)
0.25.405.140 I slot print_timing: id  2 | task 96 |       total time =    1167.15 ms /   443 tokens
0.25.405.141 I slot print_timing: id  2 | task 96 |    graphs reused =         35
0.25.405.186 I slot      release: id  2 | task 96 | stop processing: n_tokens = 442, truncated = 0
0.25.566.054 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4063449212
0.25.566.213 I slot launch_slot_: id  1 | task 102 | processing task, is_child = 0
0.27.047.566 I slot print_timing: id  1 | task 102 | prompt eval time =    1229.95 ms /   546 tokens (    2.25 ms per token,   443.92 tokens per second)
0.27.047.576 I slot print_timing: id  1 | task 102 |        eval time =      47.85 ms /     3 tokens (   15.95 ms per token,    62.70 tokens per second)
0.27.047.578 I slot print_timing: id  1 | task 102 |       total time =    1277.80 ms /   549 tokens
0.27.047.580 I slot print_timing: id  1 | task 102 |    graphs reused =         36
0.27.047.618 I slot      release: id  1 | task 102 | stop processing: n_tokens = 548, truncated = 0
0.27.210.487 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.594 (> 0.100 thold), f_keep = 0.593
0.27.210.558 I slot launch_slot_: id  1 | task 107 | processing task, is_child = 0
0.27.698.525 I slot print_timing: id  1 | task 107 | prompt eval time =     439.99 ms /   222 tokens (    1.98 ms per token,   504.56 tokens per second)
0.27.698.536 I slot print_timing: id  1 | task 107 |        eval time =      47.94 ms /     3 tokens (   15.98 ms per token,    62.58 tokens per second)
0.27.698.537 I slot print_timing: id  1 | task 107 |       total time =     487.93 ms /   225 tokens
0.27.698.539 I slot print_timing: id  1 | task 107 |    graphs reused =         37
0.27.698.605 I slot      release: id  1 | task 107 | stop processing: n_tokens = 549, truncated = 0
0.27.812.721 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4065047270
0.27.812.809 I slot launch_slot_: id  0 | task 111 | processing task, is_child = 0
0.29.234.772 I slot print_timing: id  0 | task 111 | prompt eval time =    1098.76 ms /   446 tokens (    2.46 ms per token,   405.91 tokens per second)
0.29.234.785 I slot print_timing: id  0 | task 111 |        eval time =      70.50 ms /     4 tokens (   17.62 ms per token,    56.74 tokens per second)
0.29.234.786 I slot print_timing: id  0 | task 111 |       total time =    1169.26 ms /   450 tokens
0.29.234.787 I slot print_timing: id  0 | task 111 |    graphs reused =         39
0.29.234.824 I slot      release: id  0 | task 111 | stop processing: n_tokens = 449, truncated = 0
0.29.348.342 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 4066383189
0.29.348.433 I slot launch_slot_: id  3 | task 117 | processing task, is_child = 0
0.30.688.182 I slot print_timing: id  3 | task 117 | prompt eval time =    1014.20 ms /   380 tokens (    2.67 ms per token,   374.68 tokens per second)
0.30.688.193 I slot print_timing: id  3 | task 117 |        eval time =     117.29 ms /     6 tokens (   19.55 ms per token,    51.15 tokens per second)
0.30.688.194 I slot print_timing: id  3 | task 117 |       total time =    1131.49 ms /   386 tokens
0.30.688.196 I slot print_timing: id  3 | task 117 |    graphs reused =         43
0.30.688.229 I slot      release: id  3 | task 117 | stop processing: n_tokens = 385, truncated = 0
