# argv: /kaggle/working/llama.cpp-prune/build/bin/llama-server -m /kaggle/working/models/llava-v1.5-7b-Q4_K_M.gguf --mmproj /kaggle/working/models/llava-v1.5-7b-mmproj-model-f16.gguf -t 8 -tb 8 -b 2048 -ub 1024 --jinja --chat-template {%- for message in messages -%}{%- if message['role'] == 'system' -%}{{ message['content'] }}{%- elif message['role'] == 'user' -%} USER: {{ message['content'] }}{%- elif message['role'] == 'assistant' -%} ASSISTANT: {{ message['content'] }}</s>{%- endif -%}{%- endfor -%}{%- if add_generation_prompt -%} ASSISTANT:{%- endif -%} --visual-keep 0.1 --visual-prune-method cls --host 127.0.0.1 --port 8811 -ngl 999
0.00.022.454 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.093.962 W srv  llama_server: -----------------
0.00.093.970 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.093.971 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.093.971 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.093.971 W srv  llama_server: -----------------
0.00.095.520 I srv    load_model: loading model '/kaggle/working/models/llava-v1.5-7b-Q4_K_M.gguf'
0.01.683.251 W load_tensors: ffn up/down are swapped
0.01.985.557 I srv    load_model: loaded multimodal model, '/kaggle/working/models/llava-v1.5-7b-mmproj-model-f16.gguf'
0.02.019.936 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.023.017 I srv  llama_server: model loaded
0.02.023.032 I srv  llama_server: listening on http://127.0.0.1:8811
0.03.984.092 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.03.984.176 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.04.786.819 I slot print_timing: id  3 | task 0 | prompt eval time =     753.98 ms /   144 tokens (    5.24 ms per token,   190.99 tokens per second)
0.04.786.829 I slot print_timing: id  3 | task 0 |        eval time =      48.62 ms /     3 tokens (   16.21 ms per token,    61.71 tokens per second)
0.04.786.830 I slot print_timing: id  3 | task 0 |       total time =     802.59 ms /   147 tokens
0.04.786.837 I slot print_timing: id  3 | task 0 |    graphs reused =          2
0.04.786.922 I slot      release: id  3 | task 0 | stop processing: n_tokens = 146, truncated = 0
0.04.894.162 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.243 (> 0.100 thold), f_keep = 0.233
0.04.965.826 I slot launch_slot_: id  3 | task 5 | processing task, is_child = 0
0.05.539.175 I slot print_timing: id  3 | task 5 | prompt eval time =     503.36 ms /   106 tokens (    4.75 ms per token,   210.59 tokens per second)
0.05.539.187 I slot print_timing: id  3 | task 5 |        eval time =      69.94 ms /     4 tokens (   17.48 ms per token,    57.19 tokens per second)
0.05.539.188 I slot print_timing: id  3 | task 5 |       total time =     573.30 ms /   110 tokens
0.05.539.190 I slot print_timing: id  3 | task 5 |    graphs reused =          4
0.05.539.271 I slot      release: id  3 | task 5 | stop processing: n_tokens = 143, truncated = 0
0.05.677.887 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.199 (> 0.100 thold), f_keep = 0.238
0.05.747.627 I slot launch_slot_: id  3 | task 10 | processing task, is_child = 0
0.06.370.950 I slot print_timing: id  3 | task 10 | prompt eval time =     576.30 ms /   137 tokens (    4.21 ms per token,   237.73 tokens per second)
0.06.370.960 I slot print_timing: id  3 | task 10 |        eval time =      46.98 ms /     3 tokens (   15.66 ms per token,    63.86 tokens per second)
0.06.370.962 I slot print_timing: id  3 | task 10 |       total time =     623.27 ms /   140 tokens
0.06.370.963 I slot print_timing: id  3 | task 10 |    graphs reused =          5
0.06.371.028 I slot      release: id  3 | task 10 | stop processing: n_tokens = 173, truncated = 0
0.06.468.043 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.120 (> 0.100 thold), f_keep = 0.197
0.06.550.824 I slot launch_slot_: id  3 | task 14 | processing task, is_child = 0
0.07.238.793 I slot print_timing: id  3 | task 14 | prompt eval time =     640.54 ms /   250 tokens (    2.56 ms per token,   390.30 tokens per second)
0.07.238.805 I slot print_timing: id  3 | task 14 |        eval time =      47.38 ms /     3 tokens (   15.79 ms per token,    63.32 tokens per second)
0.07.238.807 I slot print_timing: id  3 | task 14 |       total time =     687.92 ms /   253 tokens
0.07.238.808 I slot print_timing: id  3 | task 14 |    graphs reused =          6
0.07.238.899 I slot      release: id  3 | task 14 | stop processing: n_tokens = 286, truncated = 0
0.07.336.711 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.329 (> 0.100 thold), f_keep = 0.329
0.07.472.106 I slot launch_slot_: id  3 | task 18 | processing task, is_child = 0
0.07.922.400 I slot print_timing: id  3 | task 18 | prompt eval time =     356.00 ms /   192 tokens (    1.85 ms per token,   539.32 tokens per second)
0.07.922.410 I slot print_timing: id  3 | task 18 |        eval time =      94.24 ms /     5 tokens (   18.85 ms per token,    53.06 tokens per second)
0.07.922.411 I slot print_timing: id  3 | task 18 |       total time =     450.24 ms /   197 tokens
0.07.922.413 I slot print_timing: id  3 | task 18 |    graphs reused =          9
0.07.922.478 I slot      release: id  3 | task 18 | stop processing: n_tokens = 290, truncated = 0
0.08.049.718 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.262 (> 0.100 thold), f_keep = 0.117
0.08.189.174 I slot launch_slot_: id  3 | task 24 | processing task, is_child = 0
0.08.758.497 I slot print_timing: id  3 | task 24 | prompt eval time =     499.43 ms /    96 tokens (    5.20 ms per token,   192.22 tokens per second)
0.08.758.509 I slot print_timing: id  3 | task 24 |        eval time =      69.84 ms /     4 tokens (   17.46 ms per token,    57.28 tokens per second)
0.08.758.510 I slot print_timing: id  3 | task 24 |       total time =     569.27 ms /   100 tokens
0.08.758.512 I slot print_timing: id  3 | task 24 |    graphs reused =         11
0.08.758.592 I slot      release: id  3 | task 24 | stop processing: n_tokens = 133, truncated = 0
0.08.840.647 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.270 (> 0.100 thold), f_keep = 0.256
0.08.906.819 I slot launch_slot_: id  3 | task 29 | processing task, is_child = 0
0.09.543.798 I slot print_timing: id  3 | task 29 | prompt eval time =     498.14 ms /    92 tokens (    5.41 ms per token,   184.69 tokens per second)
0.09.543.811 I slot print_timing: id  3 | task 29 |        eval time =     138.79 ms /     7 tokens (   19.83 ms per token,    50.44 tokens per second)
0.09.543.812 I slot print_timing: id  3 | task 29 |       total time =     636.93 ms /    99 tokens
0.09.543.813 I slot print_timing: id  3 | task 29 |    graphs reused =         16
0.09.543.866 I slot      release: id  3 | task 29 | stop processing: n_tokens = 132, truncated = 0
0.09.627.220 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.742 (> 0.100 thold), f_keep = 0.720
0.09.627.302 I slot launch_slot_: id  3 | task 37 | processing task, is_child = 0
0.09.910.178 I slot print_timing: id  3 | task 37 | prompt eval time =     212.91 ms /    33 tokens (    6.45 ms per token,   154.99 tokens per second)
0.09.910.191 I slot print_timing: id  3 | task 37 |        eval time =      69.93 ms /     4 tokens (   17.48 ms per token,    57.20 tokens per second)
0.09.910.192 I slot print_timing: id  3 | task 37 |       total time =     282.84 ms /    37 tokens
