# argv: /Users/waleedabuujaish/Desktop/vtp/llama.cpp/build-prune/bin/llama-server -m models/llava-v1.5-7b-Q4_K_M.gguf --mmproj models/llava-v1.5-7b-mmproj-model-f16.gguf -t 8 -tb 8 -b 2048 -ub 1024 --jinja --chat-template {%- for message in messages -%}{%- if message['role'] == 'system' -%}{{ message['content'] }}{%- elif message['role'] == 'user' -%} USER: {{ message['content'] }}{%- elif message['role'] == 'assistant' -%} ASSISTANT: {{ message['content'] }}</s>{%- endif -%}{%- endfor -%}{%- if add_generation_prompt -%} ASSISTANT:{%- endif -%} --visual-keep 0.05 --visual-prune-method cls --host 127.0.0.1 --port 8811
0.00.003.600 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.003.819 W srv  llama_server: -----------------
0.00.003.820 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.003.821 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.003.821 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.003.821 W srv  llama_server: -----------------
0.00.005.621 I srv    load_model: loading model 'models/llava-v1.5-7b-Q4_K_M.gguf'
0.05.229.444 W load_tensors: ffn up/down are swapped
0.05.526.390 I srv    load_model: loaded multimodal model, 'models/llava-v1.5-7b-mmproj-model-f16.gguf'
0.05.584.268 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.05.585.861 I srv  llama_server: model loaded
0.05.585.864 I srv  llama_server: listening on http://127.0.0.1:8811
0.06.058.344 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.06.058.362 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.07.736.799 I slot print_timing: id  3 | task 0 | prompt eval time =    1637.05 ms /   115 tokens (   14.24 ms per token,    70.25 tokens per second)
0.07.736.803 I slot print_timing: id  3 | task 0 |        eval time =      41.37 ms /     3 tokens (   13.79 ms per token,    72.52 tokens per second)
0.07.736.804 I slot print_timing: id  3 | task 0 |       total time =    1678.42 ms /   118 tokens
0.07.736.804 I slot print_timing: id  3 | task 0 |    graphs reused =          2
0.07.736.818 I slot      release: id  3 | task 0 | stop processing: n_tokens = 117, truncated = 0
0.07.775.084 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.306 (> 0.100 thold), f_keep = 0.291
0.07.779.571 I slot launch_slot_: id  3 | task 5 | processing task, is_child = 0
0.09.169.670 I slot print_timing: id  3 | task 5 | prompt eval time =    1325.09 ms /    77 tokens (   17.21 ms per token,    58.11 tokens per second)
0.09.169.674 I slot print_timing: id  3 | task 5 |        eval time =      64.99 ms /     4 tokens (   16.25 ms per token,    61.55 tokens per second)
0.09.169.674 I slot print_timing: id  3 | task 5 |       total time =    1390.08 ms /    81 tokens
0.09.169.674 I slot print_timing: id  3 | task 5 |    graphs reused =          4
0.09.169.688 I slot      release: id  3 | task 5 | stop processing: n_tokens = 114, truncated = 0
0.09.216.152 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.239 (> 0.100 thold), f_keep = 0.298
0.09.220.729 I slot launch_slot_: id  3 | task 10 | processing task, is_child = 0
